content,published_at,link,word_frequency,title
"　　本报见习记者李苑南京报道 为增强环保NGO对当前环境形势、环境政策的把握和理解，提升新形势下环保NGO有效参与环境事务的能力，环境保护部近日在南京举办2014年环保社会组织培训班。,　　本次培训班邀请环境保护部政法司、宣教中心，清华大学NGO研究所的相关负责人和专家等解读了新《环境保护法》的修订背景、立法过程、亮点内容，包括多元共治的现代环境治理体系、新增专章规定信息公开和公众参与等；探讨了公众参与如何推动环保前行，包括当今世界和中国面临的环保问题，环保群体性事件的经验教训，NGO在参与环境事务上扮演何种角色等；讲授了环保社会组织如何有效参与环境社会治理，包括环保社会组织现状、社会治理的新背景，环境公益诉讼，以及环保社会组织的政策影响和公民参与途径等。自然之友、重庆绿色志愿者联合会分别结合自身发展情况，分享了参与环境事务管理的有效探索和实践经验。,　　学员们普遍反映，本次培训契合当前环境形势，授课内容针对性强，通过培训了解到了当前环保的新形势新政策新知识，以及环保工作取得的一些进展和成效，感受到了政府治理环境的坚定决心和信心，还互相学习和分享了推动社会公众参与的好经验和好做法。大家表示，将进一步明确自身定位和方向，提升参与能力和水平，不断加强与政府部门间的联系沟通交流，发挥环保NGO在政府部门与社会公众之间的桥梁纽带作用，更积极、有效、有序地参与环境事务管理。,　　来自全国24个省、自治区、直辖市的55家环保社会组织负责人参加了培训。",2014-11-04,http://www.qstheory.cn/zoology/2014-11/04/c_1113114017.htm,,环境保护部举办2014年环保社会组织培训班
"
,为增强环保NGO对当前环境形势、环境政策的把握和理解，提升新形势下环保NGO有效参与环境事务的能力，环境保护部近日在南京举办2014年环保社会组织培训班。
,
本次培训班邀请环境保护部政法司、宣教中心，清华大学NGO研究所的相关负责人和专家等解读了新《环境保护法》的修订背景、立法过程、亮点内容，包括多元共治的现代环境治理体系、新增专章规定信息公开和公众参与等；探讨了公众参与如何推动环保前行，包括当今世界和中国面临的环保问题，环保群体性事件的经验教训，NGO在参与环境事务上扮演何种角色等；讲授了环保社会组织如何有效参与环境社会治理，包括环保社会组织现状、社会治理的新背景，环境公益诉讼，以及环保社会组织的政策影响和公民参与途径等。自然之友、重庆绿色志愿者联合会分别结合自身发展情况，分享了参与环境事务管理的有效探索和实践经验。
,
学员们普遍反映，本次培训契合当前环境形势，授课内容针对性强，通过培训了解到了当前环保的新形势新政策新知识，以及环保工作取得的一些进展和成效，感受到了政府治理环境的坚定决心和信心，还互相学习和分享了推动社会公众参与的好经验和好做法。大家表示，将进一步明确自身定位和方向，提升参与能力和水平，不断加强与政府部门间的联系沟通交流，发挥环保NGO在政府部门与社会公众之间的桥梁纽带作用，更积极、有效、有序地参与环境事务管理。
,来自全国24个省、自治区、直辖市的55家环保社会组织负责人参加了培训。",2014-11-03,http://news.xinhuanet.com/politics/2014-11/03/c_127171387.htm,,环境保护部举办2014年环保社会组织培训班
"    三星集团下属的广告公司------杰尔集团（Cheil Greater China）在金投赏国际创意节评选活动中， 凭借独具一格的创意和非凡的营销执行力摘得“年度最佳创意代理 (Best Creative Agency of the Year ）,    继金投赏后，杰尔集团又在刚结束的中国国际广告节上，再次成为本次盛典上的最大赢家。不但在长城奖媒介营销上摘得 “最佳广告公司”殊荣，此外还在黄河奖，中国艾菲，长城奖，中国元素，互动创意等多领域奖项下拿下5金，3银，7铜的好成绩。其中尤为值得一提的是《自然之友-阅后重生》广告在经过一天的现场提案和激烈角逐后，摘得2014长城奖互动创意公益类全场大奖！,    一向以创意和制作精良为严格考核标准的中国长城奖今年首发“烽火人气奖”，在现场为金奖作品投票，让所有广告界同僚们票选心中最佳作品。杰尔集团的金奖作品“阿尔山矿泉-手写瓶”以超过第二名825分的高分名列榜首，摘得“长城奖烽火人气奖”!,    ",2014-10-28,http://news.xinhuanet.com/tech/2014-10/28/c_127149568.htm,,杰尔集团金投赏和中广节揽大奖 获“最佳广告公司”称号
"工作人员正在目测水样。记者 梅垠 摄,　　10月21日,万州区长江边上,3个人正小心翼翼地将一条条小白鳊、一袋袋小鲢鱼放入江中。这一天,他们在长江里共放养了两万多尾鱼苗……,　　同样是这3个人,半个月前却因非法电捕鱼而成为万州区人民法院环境保护审判庭(以下简称“环保法庭”)的被告。半个月的时间里,究竟发生了什么,让他们有了这么大的变化?,　　原来,通过法官的教育和自身的学习,他们充分认识到了电捕鱼的危害性,主动提出“以补代罚”,购买鱼苗放生,修复长江生态。这天,他们正是在环保法庭监督下,在长江边上进行“赎罪行动”。,　　“对被告人滥伐林木、非法捕捞水产品等环境资源刑事案件,在案件审理过程中或宣判前,积极引导被告人植树造林或者施放鱼苗以弥补其对库区生态环境造成的损害,以此作为量刑依据予以考虑。这也是我们探索生态修复的一种方式。”万州区人民法院环保法庭庭长陈伟介绍说。,　　自2011年底万州区人民法院和渝北区人民法院环保法庭成立以来,两院已经用“以补代罚”的方式处理了近200起环境违法案件。,　　,　　我市为何要设立环保法庭?,　　“在基层法院试点设立环境保护法庭,主要是对涉及森林资源、水资源和其他环境保护的刑事、民事和行政案件实行集中管辖,探索审理环境公益诉讼案件。”重庆市高级人民法院研究室副主任吴比介绍,据市高院统计,从2008年至2010年,全市法院共新收各类环境案件3147件,其中刑事案件665件,民事案件1322件,行政案件1160件,使得建立专门的环保法庭成为可能。,　　“国家环保投诉电话12369每年平均接到38万件投诉,受理的行政处罚案件每年有3万多件,其中,长江三峡是被关注的重点流域之一。”北京师范大学教授、国家环境应急专家王金生透露,近些年来,随着经济的迅速发展,长江三峡地区人地矛盾突出,环境压力加剧,非法捕鱼、污水排放、滥砍滥伐等问题屡禁不止。地处三峡核心区域的重庆,面临着建设长江流域重要生态屏障和生态涵养发展的艰巨任务,在重庆设立环保法庭,无疑是推进环境保护重点区域生态文明建设的重要举措之一。,　　他认为,目前我国多倚重行政手段治理环境,而环境行政机关涉及环保局、水利局、国土资源局、农委、林业局等多个部门,“九龙治水”的结果,往往可能导致环境管理死角出现,“环保法庭的设立,不仅可以改变这种局面,也是对环境司法新机制的一种探索。”,　　为此,2011年12月6日,我市在万州区人民法院、渝北区人民法院同时成立环保法庭,并于2012年1月1日正式开始受理环境案件。,　　环保法庭为何选址渝北和万州?,　　据了解,万州区人民法院辖区范围包括万州、云阳、忠县、开县、梁平、奉节、巫山、巫溪、城口1区8县,渝北区人民法院辖区范围包括沙坪坝、江北、渝北、长寿、北碚、合川、大足、潼南、铜梁、璧山等10个区县,涉及长江流域、三峡库区、两江新区,在大力推进长江上游生态屏障、长江上游生态文明示范区和构建重庆绿色生态环境体系进程中,发挥着重要作用。而且,从基层法院受案数量看,万州区、渝北区法院受理该类案件也较多。,　　,　　今年2月,万州人民法院环保法庭审理了一起滥伐林木罪,被告是73岁的云阳县桑坪镇村民胡某。,　　鉴于胡某年事已高且认罪态度良好,法院判决胡某在案发地补植树苗,并精心呵护,保证存活。,　　然而,胡某已是年逾古稀之人,万州离案发地云阳县桑坪镇又有着超过4个小时的车程,如何保证其在限定的时间内完成补植?,　　“我们会不定期回访督促,此外,我们委托当地政府帮忙监督完成。”陈伟介绍,通过这种方式,目前,胡某已经完成了补植任务的60%,可以在限定的期限内完成所有补植任务。,　　而像这样的回访,环保法庭的法官已经进行了多次。,　　2013年,万州区人民法院环保法庭受理了忠县忠州镇新桥村豆腐加工作坊环境违法案件,并对当事人眭某进行了处罚和教育。一个月后,环保执法人员对该作坊污水处理和排污情况进行了回访。大家看到,原来的排污情况已经得到整治,通往粪便池的下水道进行了检修,回访结果令人满意。,　　吴比介绍,我市的两个环保法庭成立近3年以来,并非就案审案,而是注重以案讲法,进行环保引导,环保法庭不以“罚”为主,而是实施回访、教育、“以补代罚”、尝试环境保护禁止令等多种创新措施,最大程度减少环境违法行为对环境造成的损害。,　　2012年底,渝北区人民法院环保法庭公开审理了一起土壤污染责任纠纷案件,被告林某的养牛场因未对粪便进行处理就排放,对原告李某的承包田造成了严重污染,导致多年无法耕种。渝北区法院环保法庭根据《中华人民共和国侵权责任法》的规定,依法判处被告给予赔偿。尽管赔偿数目不大,但是也教育了当事人。,　　为弥补司法资源不足,环保法庭还推行了第三方监督制度,依托我市在各乡镇建立的环保机构和乡镇环保工作人员,举报环境违法行为,监督判决案件执行,置涉案企业于众目睽睽之下,使其不敢懈怠。,　　创新还不仅限于此。2012年,万州区人民法院在以滥伐林木罪,依法判处3名被告每人“有期徒刑一年,缓刑两年,并处罚金3000元”的同时,还对三人宣布了在缓刑期内,禁止从事与森林资源有关的经营活动的“禁止令”。,　　“环保案件有特殊性,行政机关查处污染违法行为,需经立案、处罚告知、听证、处罚、复议、诉讼等程序,等所有程序走完,违法行为通常加重,环境损害难以修复,司法的提前介入,可避免边诉讼边破坏,有效防止损害扩大。”陈伟说。,　　“只要有利于减少环境损害,我们都应勇于在各个环节进行司法创新。”渝北区人民法院环保法庭庭长叶胜利也持有相同的观点。,　　,　　自从2011年底成立以来,截至2014年9月份,我市两个环保法庭累计审理的环境案件合计超过700起,数量呈阶梯式增长。,　　以万州区人民法院环保法庭为例,截至今年9月共审理各类环境案件405起。其中,2012年审理89起,2013年审理150件,2014年1至9月审理的环境案件已经达到166起。,　　“与此同时,在我国其他地区的许多环保法庭却面临‘无米下锅’的窘境。”中国应用法学研究所所长孙佑海的调查结果显示,截至2014年7月15日,全国共有20个省(市、自治区)设立了150个环境资源审判庭、合议庭、巡回法庭,以2013年的办案情况为例,有14个省区市的环境资源审判机构2013年度结案量为零。,　　那么,为什么在其他地区的环保法庭“无米下锅”的情况下,我市环保法庭审理的案件却在不断增长呢?,　　重庆大学资源与环境学院副院长吉芳英认为,这与近年来重庆实施的一系列改善环境的举措密不可分。,　　从2013年开始,我市启动实施了“蓝天”、“碧水”、“绿地”、“宁静”、“田园”环保五大行动,城乡环境质量不断改善,越来越多的城乡居民在享受良好生态环境的同时,也自觉加大了对周边环境的保护力度。,　　此外,近年来,我市加大了对污染、破坏环境行为的处罚力度,对污染企业做出的行政处罚决定数量增加,使环境司法工作与行政执法形成了良好互动,大量的环境案件能够及时有效地移送法院执行,有效提升了司法执行能力。,　　吉芳英认为,“正是因为环境案件审理公正、合理,重审判也重化解,教育了群众,提高了人们的环保意识,人们不仅认识到了保护环境的重要性,越来越多的人也开始用法律来捍卫自己的环境权益。”,　　环保法庭的设立给重庆带来了什么变化?还是数据最有说服力。来自市环保局的数据表明,近年来,我市空气质量持续改善,空气中各项主要污染物浓度逐年下降;长江、嘉陵江水质保持良好,长江出境断面保持Ⅱ类水质,73条次级河流监测断面水质达标率为93.9%;城市饮用水源地水质100%达标……,　　,　　,　　“重庆的环境保护司法工作取得了一定的进展,但目前已审理的700多起环境案件中,没有一起是由民间环境公益组织提起的。”重庆市高级人民法院研究室副主任吴比说。,　　早在2011年10月,云南省曲靖市中级人民法院就正式受理了由民间组织自然之友、重庆绿色志愿者联合会及曲靖市环保局作为共同原告提起的环境公益诉讼,要求因非法倾倒铬渣造成环境污染的云南省陆良化工实业有限公司停止侵害、消除危险、赔偿因铬渣污染造成的环境损失。这是我国首例由民间环保组织提起的环境公益诉讼案件。,　　那么,为何重庆的两个环保法庭至今没有受理一起此种类型的案件?,　　重庆绿色志愿者联合会有关人士认为,由于提起环境公益诉讼并不能带来物质利益的增加,甚至还要牺牲一定的物质利益、加大各方面人力和财力的投入,因此并不是所有的有原告资格的主体都会行使这种权利。,　　不仅重庆如此,据了解,从2000年到2013年,全国环境公益诉讼案件极少。从起诉主体看,绝大多数是行政机关和地方检察院等公权力机关,环保组织起诉的案件很少,个人诉讼更是难上加难。一些地方法院认为,涉环保纠纷应由政府部门解决,由法院审理非常困难,因此不愿受理立案。,　　吴比表示,目前,我国的环境立法基本上是“管理法”,为环境司法提供的资源有限。最高人民法院迄今为止颁布的3400多条司法解释中,与环境案件审判有关的仅有不到20条,且主要针对环境刑事案件,有关环境民事案件和环境行政案件的司法解释数量极少,“或许,将于明年1月1日开始实施的新《环保法》,有望破解这一难题”。本报记者 陈维灯",2014-10-28,http://www.cq.xinhuanet.com/2014-10/28/c_1113005057.htm,,环保法庭“亮剑” 保护青山绿水 改变九龙治水局面
"　　今日发布的“2013年度全国省会及直辖市城市空气质量排名”显示，海口、福州、拉萨位居前三，石家庄排名垫底，北京则位列倒数第六位。,　　5月13日，民间环境保护组织“自然之友”在北京发布年度环境绿皮书——《中国环境发展报告(2014)》。该报告根据中国环境监测总站京津冀、长三角、珠三角区域及直辖市、省会城市和计划单列市空气质量报告，对2013年度全国省会及直辖市城市空气质量情况进行了排名。,　　在这份囊括31个城市的榜单中，海口排名第一，紧随其后的城市分别为福州、拉萨、昆明、贵阳。值得注意的是，这已是海口连续第六年在这个榜单中排名居首。,　　在此次排名靠后的城市中，石家庄取代兰州，排名垫底。去年排名倒数第二的北京名次有所上升，升至倒数第六位。紧随石家庄，此次排名后五位的城市依次为济南、西安、郑州、天津。,　　2013年1月1日起，各直辖市、省会城市、计划单列市和京津冀、长三角、珠三角区域内的地级以上城市共74个城市，开始执行新的《环境空气质量标准》(GB3095-2012)，并按《环境空气质量指数(AQI)技术规定(试行)》(HJ633-2012)发布环境空气质量指数(AQI)。,　　绿皮书指出，新标准实施一年之后，31座省会城市的空气质量排名发生了较大的变化，其中26座城市的排名较之2012年发生变化。,　　中新网记者注意到，兰州从2012年的第31名提升到2013年的第10名，提升21位，幅度最大；而西宁、成都、乌鲁木齐的排名也有5位以上的提升。在榜单的另一端，济南市从2012年的第18名滑落至2013年的第30名，降幅12位，而石家庄、呼和浩特、沈阳、郑州、太原、长春也有超过5位的降幅。,　　对此，绿皮书指出，考虑到2013年是新标准实施的第一年，部分排名的大幅变化与城市空气污染的主要因素不同有密切关系。另外，由于采取了较为有效的空气治理政策，也是部分城市空气质量好转、排名上升的关键因素。(白琥)",2014-05-13,http://news.xinhuanet.com/2014-05/13/c_126496369.htm,,省会和直辖市城市空气质量排名：北京倒数第六
"    绿色是生命的象征，绿色是希望的呈现，绿色是欢乐的音符。为了绿色，为了大自然这个人类的共同家园，中原区帝湖小学携手河南绿色希望行动项目组于3月11日下午在帝湖小学校园内隆重举行“呵护绿色，爱我家园”绿色希望行动的启动仪式。 郑州市绿化委员会、郑州市环境保护宣传教育中心、中原区教育体育局、河南绿色希望行动项目组、大学生志愿者、帝湖小学的家长志愿者和帝湖小学的师生志愿者参加了此次活动。,    “绿色希望行动”是中国青少年发展基金会与环保组织自然之友合作，由志愿者带领各地小学生开展体验参与式的环境教育活动，培养孩子们对环境、自然的热爱，增强环保意识，参与环保行动。 ,    在启动仪式上，中原区帝湖小学的孩子们为各位来宾表演了精彩的舞蹈、合唱，学生志愿者通过宣誓、植树和与会嘉宾一起播种爱心葵园，悬挂爱心鸟巢和爱心卡等活动，带领帝湖小学全体师生走进一个充满快乐的绿色世界。与会的郑州市绿化委员会赵勇主任首先对帝湖小学能成为“绿色希望行动”学校表示祝贺；郑州市环境保护宣传教育中心副主任王晓莉对帝湖小学开展此项活动给予了很大的肯定；中原区教育体育局翟建军副局长致辞：学校作为教育的前沿阵地，通过此次活动，更应该起到带动和辐射作用。让更多的人们能够投入到环境保护的事业中，真正能够把环保意识转变为行动，让我们共同营造一个生机勃勃的绿色世界；河南绿色希望行动项目组组行李晓莉最后呼吁：有绿色就有希望，有希望所以行动！,
,     仪式上，中原区帝湖小学的李钦志校长表示：启动仪式只是帝湖小学环境教育的第一步，学校对青少年的环境教育任重而道远，帝湖小学的全体师生一定会知行合一，将环保教育工作落到实处！,
",2013-12-09,http://zz.wenming.cn/wmzz_jjlc/201103/t20110323_7080.html,,郑州市中原区帝湖小学启动“绿色希望行动”
"
,    新华社北京６月２５日电题：试点１４年，垃圾分类缘何“比蜗牛还慢”？,    新华社记者李金红、袁汝婷、王秀琼,    “哗啦”一声，环卫工人一股脑儿将两个分类桶中的垃圾混合倒进垃圾车。,    ２４日清晨，目睹这一切的北京市民郑女士决定，以后再也不在家里做垃圾分类了：“在家分得好好的，运的时候又混了，我何必呢？”,    分还是不分，相差巨大。垃圾混运给垃圾管理带来很大难度，加剧环境污染，并造成可循环资源的严重浪费。从２０００年起，北京、上海、南京等８个城市作为试点，开始试行垃圾分类。,    然而，１４年过去了，这些城市多数垃圾分类仍然无法到位，症结究竟在哪？,    以北京为例，垃圾分类活动于上世纪９０年代末期在各小区成长起来，并逐渐进入政府管理部门视野。,    ２０００年，北京被建设部确定为全国八个垃圾分类收集试点城市之一。此后七年，北京市政府主导组织垃圾分类宣传、社区人员集中培训、补助餐厨垃圾处理机等重点工作。,    垃圾分类逐渐成为北京社区最“时髦”的活动。似乎一夜间，上百个社区开始行动，政府甚至将“厨余机”搬进了分类试点社区。,    ２００７年，民间环保组织“自然之友”走访１３个分类试点社区后发现，仅有一台厨余机在运转。志愿者张伯驹认为，物业承担运营费用、散发恶臭及居民花费更多时间等因素使厨余机最终“流产”。,    第一阶段倡导的居民垃圾分类受挫后，相关部门将主要精力转向垃圾的大类粗分。２００７年后，北京居民小区垃圾分类桶由原先的四类（塑料、金属、纸张、其它）变为三类（厨余、可回收、其它）；到２００９年底，垃圾桶再次“变脸”为两类（厨余、其它）。,    尽管垃圾桶多次分类，但在中端运输环节，分开的垃圾往往又“合”在了一起。在位于北京北六环外的阿苏卫垃圾综合处理中心，记者看到清运车里混装着易拉罐、碎玻璃等大量可回收物。,    面对垃圾分类深感困惑的８０后刘晓冰并不知道，自己所在小区其实就是垃圾分类试点小区。２０１２年“自然之友”调研了北京６０个垃圾分类试点小区后发现，在检查的２４０个厨余垃圾桶中，３９％的厨余垃圾桶内垃圾完全混合，完全分开的厨余垃圾仅占１％。,    试点至今，十多年过去了，可垃圾分类似乎仍在原地打转，被网民戏称为“比蜗牛还慢”。,    事实上，我国城镇中一直活跃着一个垃圾分类群体——拾荒者。在大街小巷，在居民楼下，在垃圾填埋场附近，他们长年累月地分拣着包装盒、塑料甁、破旧家具……许多废弃物，经他们之手避免了被浪费的命运。但这股自发形成的分散力量，距离一个现代高效的分类回收体系还十分遥远。,    记者调查发现，垃圾分类流程中利益相关方众多，由于缺少激励和协调机制，难以形成合力。用“自然之友”城市固体废弃物组项目负责人小竹的话说，要么“兴趣不大”，要么“睁一只眼、闭一只眼”。,    ——清运环节。分类运输增加成本，负责垃圾清运的环卫部门若无明确职责“宁可混装”。“环卫部门混运后或埋或烧，对如何利用其中的资源没有深入考虑。”中国再生资源回收利用协会副会长潘永刚认为，垃圾处理与资源回收利用应该是一体的。,    ——回收环节。小竹说：“受市场影响，当废品如橡胶等处于低价时无人问津。”记者发现，目前很多地方政府并没有利用“看得见的手”对垃圾减量予以补贴，分拣垃圾的人只能“一切向钱看”，挑肥拣瘦，而不会对垃圾分类尽心尽力。,    ——焚烧环节。垃圾焚烧厂是按焚烧发电的垃圾重量享受政府补贴的。根据国家发展改革委２０１２年通知，对以生活垃圾为原料的垃圾焚烧发电项目，均先按其入厂垃圾处理量折算成上网电量进行结算。长期研究垃圾处理的北京师范大学博士毛达说，此情况下焚烧厂首要考虑“吃饱”而非分类。,    而在这些环节以外，还有一个利益相关方被忽视——产品生产者。,    产品使用后的废弃物怎么回收，生产者最了解，可他们在垃圾管理中的权责利益并不清楚，自然也没有参与分类的动力。,    比如电子产品废弃后，生产厂商是否需要对回收环节负责？毛达建议，可以建立生产者延伸责任制度，目前这一制度在我国只有相关的法律框架，没有实施细则。,    垃圾分类的问题究竟该由谁来管？,    ２０１３年，一些志愿者组成了一支“露天焚烧灭火队”，并制作电子地图标出北京市露天焚烧垃圾地点。地图上线后，不断有居民通过微博向他们举报身边的露天焚烧信息。,    有一次，“灭火队”接到举报，北京郊区某村出现“情况”。怎么办？志愿者首先想到了城管部门，可对方答复：“我们只管点火的人，现在人跑了抓不到，你去找管垃圾的。”,    志愿者又找到了负责垃圾清运的市政市容委员会。“我们只负责把垃圾运到那儿，点火烧垃圾我们管不着。”工作人员解释。,    违规焚烧将产生大量有害气体，是不是请环保部门来管？“环保部门说，他们只负责监测污染，不负责监管焚烧行为。”志愿者们无奈地说。,    最后，志愿者觉得垃圾中有大量可回收物，也许可以找找负责管理可回收物的商务部门。然而，对方却说焚烧污染了环境，“是环保部门的事”。,    一位志愿者感叹：“一堆部门管不住一堆垃圾。”,    这只是垃圾处理“九龙治水”困局的一个缩影。中国社科院中国循环经济与环境评估预测研究中心副主任杜欢政说，多部门管理的“交叉”，往往成了管理的“真空”。若分类、运输、处理等环节分散到不同部门管理，就会“铁路警察各管一段”，一旦某环节出现问题，整个链条就会断裂。,    记者看到，在某垃圾分类试点市的生活垃圾分类网上，除了作为主管部门的市政市容委，在“市属委办局”中还有财政、规划、住建、商务等１３个部门与垃圾分类相关。,    杜欢政认为，尽管各部门职能界限分明，但垃圾的流转过程是复合型的，需要多个部门共同管理。破解“九龙治水”困局关键在于打通顶层设计体系，厘清各部门职责分工。“如设立‘垃圾市长’，统筹一个部门管理，挤出‘真空’，形成从源头到终端的完整处理链条。”（完）（参与采写：卢国强、史卫燕）（此稿配有图片）,
",2014-06-25,http://www.sx.xinhuanet.com/newscenter/2014-06/25/c_1111312896.htm,,试点14年，垃圾分类缘何比蜗牛还慢
,2014-03-27,http://zz.wenming.cn/wmzz_xwzx/201111/t20111101_124408.html,,郑州市隆重举行“野生动物保护宣传月”活动
"　　新华网北京１０月２７日电题：雾霾袭来，应急预案能否应急？,　　新华社“新华视点”记者,　　雾霾不时围城，空气污染加剧，引发市民担心。近日，东北、华北等城市出台有关雾霾的应急预案，区域联防协作机制已经启动。,　　专家指出，由于我国呼吸系统疾病人数增加，人们对空气污染关注程度明显提升，特别是北方进入采暖季节，治污行动将面临更大挑战。,　　,　　“汽车只占２０％，即使车不上路，也解决不了问题，不过小学生不用上课挺好！各地联动或许能减缓北京的空气污染，不过还要看成效。”北京市民马燕说。,　　环保部数据显示，今年第三季度，全国７４个城市有７０个出现污染天气，１５个城市达标天数比例不足５０％。为了应对重度污染天气，华北多个城市出台《应急预案》，并且启动联防联控机制。,　　在北京，如遇“红色预警日”，将实施机动车单双号限行，中小学、幼儿园停课，有关企业停产等“六停”措施。河北、天津等地区也出台了类似措施。,　　但记者获悉，目前的应急措施，与民众期待“缓解污染”的目标可能相差较大。专家表示，有关应急预案只是极端气象条件下“减缓重污染恶化”的短期应急举措，并非雾霾治理的长远解决方案。,　　不少人担心，如果措施不到位，可能会带来新的不便。日前，哈尔滨市遭遇重度雾霾天气，全市中小学停课。当地一些市民反映，接到通知时，孩子们已经到学校上课。,　　北京的单双号限行措施也引起部分市民担心。“在预测未来３天持续出现‘严重污染’时才会启动，限行信息将通过多种渠道提前发布。”北京市环保局进行解释时坦言：“天气预报很困难，大气预报建立在气象预报的基础上，可能会更加困难。”,　　“控制雾霾的努力值得肯定，但是如此困难的预测，今后落实情况如何，恐怕还要打个问号。”北京市民马燕说。,
",2013-10-27,http://news.xinhuanet.com/energy/2013-10/27/c_125605430.htm,,雾霾袭来，应急预案能否应急？
"    新华网北京８月１１日电（记者全晓书）在美国北卡罗来纳州梅登小城的郊区，两个太阳能电池阵列占据了约８０万平方米的荒地，每个拥有５．５万块太阳能板。十几只绵羊在一排排太阳能板之间，漫步、吃草、休憩。,    这个美国最大的私有太阳能电厂正在为世界上广受欢迎的在线服务供电，包括ｉＴｕｎｅｓ和应用商店Ａｐｐ　Ｓｔｏｒｅ。,    “我们以节能为目标，从零开始设计了梅登数据中心。”苹果专职环境副总裁莉萨·杰克逊在接受新华社记者采访时说。她希望，与苹果有越来越多合作关系的中国供应商能够从其数据中心的节能理念中汲取环保经验。,    杰克逊说，梅登数据中心每天所需的能源，有６０％到１００％来自上述两个２０兆瓦的太阳能电池阵列和一个１０兆瓦的沼气燃料电池设备。不足的部分，数据中心会从当地电网购买清洁能源来补充。目前，苹果的四个数据中心，１００％地采用可再生能源。,    除了消费者用苹果产品下载的歌曲、电影、电视节目和应用程序，梅登数据中心每天还要处理数百万条短信和通知信息、数亿张照片和数百万个视频通话。“每一次交互行为，无论是从ｉＴｕｎｅｓ下载一首歌曲还是通过Ｓｉｒｉ发起一个提问，都不会产生任何温室气体排放。”杰克逊说。,    这位２０１３年６月加入苹果团队的前美国环保署署长指出，苹果７０％的碳足迹发生在生产环节，而中国供应商在苹果生产链中占有重要比例。,    “我们不仅要与供应链上的龙头企业密切合作，以提高能源效率，同时还要进行更多的创新尝试。”杰克逊说：“中国拥有庞大的太阳能、风能和水电市场，我们的目标是与中国政府合作，努力扩大清洁能源的使用。”,    苹果发布的《２０１３年环境责任报告》显示，得益于对清洁电能的投资，２０１１年至２０１３财年，虽然苹果整体能耗增加了４２％，但随之产生的碳排放却降低了３１％。,    其中，梅登数据中心每年的可再生能源发电量达到１．６７亿千瓦时，相当于当地１．４万家庭的年用电量。此外，数据中心第三个容量为１７．５兆瓦的太阳能电池阵列正在规划中，以确保满足不断增长的计算和容量需求。,    “它们几乎无需人工维护。太阳能电池板可根据不同天气状况智能调节面板方向，而绵羊可以帮助控制草的长势。”杰克逊说。,    数据中心建筑本身也是一个节能典范：白色屋顶可最大程度反射阳光达到冷却效果；夜晚和天气凉爽时，借助外部空气循环和一台可使水循环达到３５次的储水设备来冷却计算机和服务器，使中心７５％的时间不用开空调。,    “没有什么比不耗能更清洁环保。即使是可再生能源，只要有可能，我们也要减少使用。”杰克逊说。,    苹果曾遭到中国环保组织的批评。２０１１年，包括自然之友、公众环境研究中心在内的五家国内环保组织联合发布了一份苹果在中国供应链的污染地图，曝光了苹果在中国多地的供应商所造成的废水、废气、有害重金属、噪音等污染问题，这让苹果蒙羞。,    之后，苹果采取了多项措施修复其在环保领域的负面形象。２０１１年，苹果针对用水量较大的产品零件制造供应商，包括印刷电路板、机身外壳和玻璃盖板生产商，推出了“清洁水项目”。２０１３年，该项目挑出了１３家高耗水厂作为试点，这１３家供应商的年耗水量加起来超过４１００万立方米。,    “我们首先针对工厂的危险化学品使用和废物流处理绘制了完整的流程图，评估整个废水处理流程，测量入水量和出水量，全程采集水样，直至最终的排放点。”杰克逊说，“然后，根据改进需要，为供应商提供具体的补救措施，并让供应商与我们的团队以及第三方技术顾问合作执行。”,    她注意到，地方供应商往往欠缺理解能力和技术水平去执行苹果的环保要求。为此，苹果还发起了一个为期１８个月的培训项目，培养专业的环境健康和安全人才。,    ２０１３年，来自６０多个供应商的２４０多名企业员工接受了培训，他们将辐射２７万名工人。培训项目提供包括风险确认和评估、消防安全、工业卫生、水和空气污染管控等在内的２５项课程。,    “苹果有专门的供应商行为准则，但如果你只告诉他们规则，然后放任不管，供应商的表现肯定不会完全符合要求。你必须进行培训和审核。即使一个供应商通过了审核，它仍有提高的空间。”杰克逊说。,    ２０１２年１月，苹果发布供应商年度报告，提到对１４家供应商开展环保特别审核，并推动其整改，同时一改过去不透露供应商的态度，公布了百余家供应商总公司的名称。目前，苹果在中国有３４９个供应商。,    苹果的努力获得了中国环保组织的肯定。今年７月中旬，由公众环境研究中心和自然资源保护协会联合发布的企业环境信息公开指数中，苹果名列榜首。,    “这个成绩不是偶然的。我们和公众环境研究中心开展了密切合作，对方为我们提供环保隐患和违规信息，我们据此提出改进方案，并邀请对方对落实结果进行监督审核。”杰克逊说。,    ２０１４财年第三季度，苹果在全球售出３．５千万部ｉＰｈｏｎｅ，比去年同期上涨１３％，创历史新高；同时还售出１．５千万台ｉＰａｄ和４．４百万台Ｍａｃ。",2014-08-11,http://news.xinhuanet.com/2014-08/11/c_1112027366.htm,,“苹果”绿的时候
