content,published_at,link,word_frequency,title
can not load page,2013-06-28,http://news.xinhuanet.com/yzyd/legal/20130628/c_116321335.htm,,环保公益诉讼“草案条款”被指倒退
can not load page,2013-06-28,http://news.xinhuanet.com/yzyd/local/20130628/c_116320889.htm,,环保公益诉讼 草案条款被指倒退
can not load page,2013-06-28,http://news.xinhuanet.com/yzyd/energy/20130628/c_116320413.htm,,环保公益诉讼 草案条款被指倒退
This webpage is not available,2013-06-27,http://172.27.2.168/pub/web_henjz/lmbb/201204/t20120413_207624.html,,[河南] 焦作市采取多项措施保护古树名木
"
"">
,
,
,

,    随着现如今音乐节市场的日益发展，各式各类的音乐节也如雨后春笋般拔地而起。但各大音乐节无一例外的都以pk豪华表演嘉宾作为招揽乐迷的重要法宝。而7月19—21日举行的沽源湿地音乐节，除了以三天三夜61组表演嘉宾轮番登场，为乐迷们带来最豪华的音乐狂欢宴之外，更是邀请各类“达人”亲临现场，带领大家共享音乐与自然带来的“瞬间“。,    这次沽源湿地音乐节携手阿拉善SEE公益机构发起了以“善念入水，水利万物”为主题的“念水行动”，将涉及三江源头、水污染、红树林湿地保护、荒漠节水农业等多个水资源保护领域的焦点问题。大家以本次音乐节为契机，邀请众多“念水达人”带领大家了解沽源湿地环境，了解沽源湿地的花草河流，并将现场测试滦河之源水质，让大家在充分了解之后能够更好的护水、亲水、节水、卫水。此次来到音乐节的“念水达人”们有北京自然之友野鸟会长李强、自然爱好者陆莉、水质知识小狂人罗娜、北京乐水行动发起人之一张峻峰、生态园林专家杨春林、卫水行动达人陈宇玲、乐水行践行者张国忠、北京水卫士张祥、护水爱水学生榜样陈铭等各类专业人士，他们有着广泛的自然知识和护水经验。念水达人们将在音乐节现场带领爱好自然探索的朋友们，以最科学、最直观的方式，展开一场关于生物与水的亲身体验，既让人感受音乐与自然最美结合，同时也将公益活动带到每个人的身边。,    除了音乐，我们更希望藉由音乐节嘉年华的能量汇聚，带出更多人文关怀。虽然今年是第一届沽源湿地音乐节，但大家希望“念水行动”能够成为以后沽源湿地音乐节独树一帜的特点，并且随着音乐不断延续下去。7月19日-21日，请所有到场的音乐爱好者、媒体朋友们，都能一起加入到我们的“念水行动”中，享受音乐，关爱地球。",2013-07-17,http://news.xinhuanet.com/ent/2013-07/17/c_125020803.htm,,沽源音乐节相约“念水达人” 享音乐自然结合瞬间
"    新华网南京８月２日电（记者 刘巍巍）针对近日多家环保组织调研报告中指出的富士康等企业涉嫌污染太湖水域事件，涉事企业所在地昆山市委市政府２日紧急召开由环保局、富士康等企业共同参加的新闻发布会，昆山富士康集团相关负责人回应称，公司污水排放符合国家相关标准。昆山环保局表态，将采样监测涉及企业所有排放口的排水以及富士康厂区内河、娄下河等河道的底泥、水质，并约谈涉事企业负责人。,　　８月１日，绿色江南、公众环境研究中心、自然之友、环友科技和自然大学五家环保组织发布《谁在污染太湖流域？》调研报告，指出富士康、鼎鑫电子涉嫌污染排放，给太湖流域昆山地区的皇仓泾河和娄下河造成严重污染，导致这些河流中的底泥重金属严重超标。,　　对此，昆山富士康集团城北厂区经理杨继贤回应称，该公司在昆山高新区生产制造的排污悉依政府相关环保法令的要求办理，报告中所谓富士康“内河”，经查该河除实属防涝用途外，富士康并非唯一排放使用者，而富士康厂区所排入内河的工业废水符合有关法令的排污标准。,　　昆山市环保局副局长丁玉东表示，该市已立即部署，对报道中反映的问题进行全面调查：对涉及企业所有排放口的排水进行采样监测（包括工业废水排放口、生活污水排放口、雨水排放口）；对富士康内河、娄下河等河道的底泥、水质进行采样监测；对于报道中提及的暗管进行开挖，查明管道走向，彻查企业是否存在偷排行为；约谈涉及企业负责人，要求企业全面自查、如实申报企业环境行为。“我们将根据调查、监测结果，对企业存在的违法行为依法查处。”丁玉东说。",2013-08-02,http://news.xinhuanet.com/2013-08/02/c_116794098.htm,,富士康等企业污染太湖流域事件追踪：富士康否认超标排污 
can not load page,2013-06-02,http://news.xinhuanet.com/yzyd/local/20130602/c_116001165.htm,,超市限塑令遭遇五年之痒 不合格塑料袋屡禁不止
This webpage is not available,2013-06-27,http://172.27.2.168/pub/web_henjz/wmbb/201204/t20120413_207610.html,,焦作市采取多项措施保护山阳古树
　,2013-07-12,http://fz.wenming.cn/fzjj/201204/t20120424_213634.html,,中国环境绿皮书公布　福州空气质量全国第五
"    绿色是生命的象征，绿色是希望的呈现，绿色是欢乐的音符。为了绿色，为了大自然这个人类的共同家园，中原区帝湖小学携手河南绿色希望行动项目组于3月11日下午在帝湖小学校园内隆重举行“呵护绿色，爱我家园”绿色希望行动的启动仪式。 郑州市绿化委员会、郑州市环境保护宣传教育中心、中原区教育体育局、河南绿色希望行动项目组、大学生志愿者、帝湖小学的家长志愿者和帝湖小学的师生志愿者参加了此次活动。,    “绿色希望行动”是中国青少年发展基金会与环保组织自然之友合作，由志愿者带领各地小学生开展体验参与式的环境教育活动，培养孩子们对环境、自然的热爱，增强环保意识，参与环保行动。 ,    在启动仪式上，中原区帝湖小学的孩子们为各位来宾表演了精彩的舞蹈、合唱，学生志愿者通过宣誓、植树和与会嘉宾一起播种爱心葵园，悬挂爱心鸟巢和爱心卡等活动，带领帝湖小学全体师生走进一个充满快乐的绿色世界。与会的郑州市绿化委员会赵勇主任首先对帝湖小学能成为“绿色希望行动”学校表示祝贺；郑州市环境保护宣传教育中心副主任王晓莉对帝湖小学开展此项活动给予了很大的肯定；中原区教育体育局翟建军副局长致辞：学校作为教育的前沿阵地，通过此次活动，更应该起到带动和辐射作用。让更多的人们能够投入到环境保护的事业中，真正能够把环保意识转变为行动，让我们共同营造一个生机勃勃的绿色世界；河南绿色希望行动项目组组行李晓莉最后呼吁：有绿色就有希望，有希望所以行动！,
,     仪式上，中原区帝湖小学的李钦志校长表示：启动仪式只是帝湖小学环境教育的第一步，学校对青少年的环境教育任重而道远，帝湖小学的全体师生一定会知行合一，将环保教育工作落到实处！,
",2013-08-02,http://zz.wenming.cn/wmzz_jjlc/201103/t20110323_7080.html,,郑州市中原区帝湖小学启动“绿色希望行动”
